weapon,distance,direction,zcr,rms,spectral_centroid,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,dataset
nogun,0m,center,0.1337834500718391,0.002115252,2500.318272214797,-430.59863,95.61345,-2.1590333,15.530975,-15.347207,8.346803,-13.09269,6.471322,-8.142944,2.337854,-6.565193,1.6982065,-4.644522,gun_sound_train
nogun,0m,center,0.008452316810344827,0.010822462,984.0946096613807,-525.84314,112.82221,15.735078,19.558025,-1.0513912,10.806348,1.114394,10.890392,2.7518141,6.6085715,6.7178626,9.895122,3.6831946,gun_sound_train
m4,400m,back,0.13511359554597702,0.012635505,2027.5294873220685,-399.3467,120.989044,-10.683843,-1.5548493,-19.016386,-0.29798934,-2.923522,-1.0418689,-3.319295,1.993007,-2.3808203,2.0661287,-1.7900119,gun_sound_train
m4,600m,right,0.06385259518678162,0.0075311763,1405.1774141380772,-468.99905,156.39505,22.092232,11.75106,-3.2055216,4.9224925,0.1402425,3.4719186,-0.17350979,1.3664769,-2.0751603,-0.48478708,-5.38051,gun_sound_train
pump,0m,center,0.06872418283045977,0.03930649,1713.6750714327222,-354.34512,73.015526,20.321629,13.490971,0.4181747,7.399972,4.088127,7.2010736,3.4148324,6.901738,4.385094,6.6294365,4.1370664,gun_sound_train
slr,0m,center,0.050483791307471264,0.008295741,2014.117397835838,-355.5105,107.066734,-0.69009507,16.726358,0.3676888,13.238737,1.9677507,8.817037,-3.0860736,5.4054317,-0.5056952,3.4337122,-0.85590625,gun_sound_train
m4,0m,center,0.10730401400862069,0.086661115,2252.0145825607465,-315.43085,64.9991,20.178808,12.5419,3.2600894,0.63411456,-2.6583302,-1.3596983,-1.2962489,0.85981566,-1.3603898,-0.009187584,-0.40711686,gun_sound_train
ak,50m,back,0.1393902658045977,0.06405441,2249.3891853086125,-177.38203,98.23869,-45.094612,6.5707216,-1.8699408,11.7954855,8.412844,8.803065,1.6032637,6.255774,-2.1493719,4.7834473,-0.13551055,gun_sound_train
slr,0m,center,0.09626998024425287,0.05786527,2627.3561502578027,-259.9568,79.14762,7.710049,17.64092,-5.400057,11.012856,-2.8354404,8.825676,-0.6784938,3.9762948,0.35460037,4.5160027,0.23471925,gun_sound_train
r1895,0m,center,0.05552375179597701,0.047441136,1787.1434950170762,-295.07886,103.98335,-1.180914,15.942276,0.98679966,8.516032,0.29754212,7.780629,3.025029,5.9963765,2.9385133,2.9491422,1.0089437,gun_sound_train
m24,50m,right,0.08612271012931035,0.0114262365,1721.3243318374286,-456.70016,70.768585,21.068161,11.450334,-4.1444216,5.3170195,0.11892368,-0.7529878,-3.824399,-0.25058436,-0.73968804,0.79803145,-1.9630258,gun_sound_train
m249,0m,center,0.024307426364942528,0.037759732,1058.0476676874866,-413.46152,99.79585,45.97273,19.279104,7.108053,7.995769,6.469804,6.3785863,3.897929,6.1303577,5.407803,5.4267626,3.054636,gun_sound_train
ak,100m,right,0.1373754040948276,0.032192126,2174.7920475098003,-334.462,58.918026,-8.978537,13.123146,-7.5955305,13.115806,2.7393146,1.9018353,-4.857381,-2.2275395,-5.500484,-3.048954,-3.181488,gun_sound_train
ak,200m,left,0.02904992816091954,0.0018255649,757.1302404492167,-603.3904,187.98535,8.190494,30.637667,-2.9344108,9.865807,-2.8436823,1.5942411,-5.9151506,1.2832052,-5.861646,-0.47223523,-7.780565,gun_sound_train
nogun,0m,center,0.005685389727011494,0.008014586,254.5328525168261,-669.838,207.00063,66.57091,5.7952127,11.001553,14.152568,4.716311,4.0337,5.6372766,4.164874,3.5731447,5.213666,4.64755,gun_sound_train
ak,50m,front,0.11086229346264367,0.07853156,1992.4731998634772,-185.63054,109.5537,-16.855692,11.755628,-0.44435093,10.65498,-0.76036775,7.0173144,4.698051,3.547222,0.51040643,0.8973575,-2.2150717,gun_sound_train
m24,200m,left,0.061242816091954026,0.010784619,1278.864252080812,-508.20828,86.87147,32.26497,2.385785,-5.3269677,-1.7363039,-2.1133223,-3.4813857,-2.736033,1.428219,0.9720183,-0.75479484,-2.9527647,gun_sound_train
ak,600m,back,0.08972588900862069,0.005240036,1746.7827487834481,-492.71844,130.29987,13.934844,0.42030522,-1.9181771,2.5718148,-2.089624,1.1178576,-4.0653443,-0.37488642,-3.1914687,-1.5499521,-3.434982,gun_sound_train
ak,100m,left,0.16238438397988506,0.035631225,2521.205423996748,-224.0181,80.80437,-57.454147,10.195147,-14.142888,29.04312,9.662923,9.526137,-8.731911,1.2230879,-9.403218,-6.179536,-6.0120616,gun_sound_train
ak,50m,back,0.11941002155172414,0.08419366,2237.6144337750848,-186.46446,77.23817,-16.31895,15.380343,-0.84451,9.745887,6.902271,8.759985,-0.054890275,4.9577165,-4.351079,4.2682767,-2.1465657,gun_sound_train
pp,0m,center,0.09442910380747127,0.08513812,2650.0647647470323,-202.66612,76.474106,5.4062266,18.302916,2.535423,13.6579075,0.38294557,8.023784,3.860535,6.070411,2.38118,3.9295244,1.8853339,gun_sound_train
m24,100m,left,0.07676679238505747,0.007035652,1415.0692596623544,-527.90857,111.83442,18.82846,-2.021022,-1.9934689,-1.5490104,-3.6018035,-2.73884,-1.430033,1.3038335,1.0431484,0.27913663,-2.6246872,gun_sound_train
m24,50m,left,0.053694100215517244,0.0006359369,1181.8511151720525,-627.25195,163.1896,-9.053401,23.385853,-8.463064,5.725332,-9.430346,-3.6640074,-10.647429,-0.42297706,-6.597417,2.0405207,-4.3982577,gun_sound_train
ak,50m,front,0.12676230244252873,0.068776414,2192.284585617694,-216.89023,78.73043,-26.884874,25.401785,-4.2974663,13.92811,3.6588557,5.639001,5.875719,2.9088032,0.7433419,2.9460607,-0.2724438,gun_sound_train
mk,0m,center,0.04929395653735632,0.044214234,1957.0468606956492,-304.075,104.348434,6.367749,24.321484,-7.6701436,9.068488,-5.033129,9.351491,-3.899414,3.7992353,-2.1201785,3.6300414,-0.5155653,gun_sound_train
slr,0m,center,0.12447804418103449,0.096552104,2737.5746780853865,-190.95483,80.234795,8.020019,18.314825,2.4567473,13.49472,0.43872368,9.320428,0.12818567,4.924605,0.14826299,4.129144,-1.4581635,gun_sound_train
m249,0m,center,0.08988303699712644,0.13120677,2076.5843478559104,-230.89967,76.951164,29.632221,16.642477,3.0357757,4.911757,1.3855835,3.7284462,-3.6978955,-0.5243946,-2.7347124,0.70163727,-2.1417074,gun_sound_train
m4,200m,back,0.09137033045977011,0.033053983,1709.6975851081518,-358.5664,86.58478,7.857335,-0.6070476,-10.088648,5.408235,2.8956819,1.525211,-1.0725687,2.6790245,1.8110012,3.594667,-1.1786879,gun_sound_train
dp,0m,center,0.12803632363505746,0.09708182,2380.5927074198717,-270.64664,73.84129,21.80289,7.7928123,-1.2246765,5.8756027,-3.686807,-2.178377,-6.2479296,-1.9990777,-4.812003,0.5961925,-1.9426879,gun_sound_train
r1895,0m,center,0.04638110632183908,0.045801267,1449.3271600426442,-358.85938,95.250984,17.895077,12.446274,4.7237453,7.1871505,1.7894206,4.868673,1.5887042,4.3683305,2.996938,4.5803766,3.2742689,gun_sound_train
m4,400m,left,0.08992232399425287,0.0034953507,1641.67722334748,-527.65515,127.99283,-0.7945895,2.4168003,-1.885963,2.24161,4.733733,-0.860103,-4.432421,-2.1869717,-4.33226,0.7451442,-1.505689,gun_sound_train
m4,200m,right,0.12897921156609196,0.035584856,2028.8872982897979,-323.7382,80.47415,-25.637934,2.9817693,-11.857133,11.334769,2.9051988,-0.45036513,-4.6824636,-1.1883402,-5.7406545,-2.4090474,-1.6472634,gun_sound_train
ak,200m,back,0.16224407327586207,0.03581951,2270.829717754533,-257.37854,103.340004,-63.405735,-1.4173355,-19.61944,3.5751805,-2.8903513,-4.001114,-3.5031075,-2.3788362,-10.353336,-4.588975,-5.1413713,gun_sound_train
ak,200m,back,0.05486148527298851,0.00063359935,1200.882297075955,-622.51996,165.49046,-13.790967,16.950342,-11.6960945,5.1208935,-7.584301,-0.832414,-9.399018,-0.7038263,-7.132809,2.1270735,-4.571533,gun_sound_train
verl,0m,center,0.06425107758620689,0.06731162,2412.223191787288,-288.1054,82.809044,14.873104,19.949291,-1.2988647,11.8464775,-2.290496,7.511487,0.7855424,3.7291818,1.0535051,2.8133874,2.0831573,gun_sound_train
m4,400m,front,0.12815418462643677,0.028035808,1981.2428863915636,-372.91797,78.93856,-5.8735466,2.5960627,-3.6348326,3.55565,-3.7529068,-2.9075124,2.4305656,2.4967616,-0.19232112,2.1252942,-0.73409605,gun_sound_train
s12k,0m,center,0.05184199892241379,0.094967045,1880.9610995423348,-239.21448,87.786575,18.694311,14.03584,5.383858,10.47164,2.7451332,7.9219646,4.202921,6.7778573,3.3602295,6.6890006,1.6366484,gun_sound_train
sks,0m,center,0.12083557830459771,0.06003439,2417.6937419151973,-271.5987,88.19067,10.266075,-0.061949454,-7.6290326,3.3579483,-4.6236134,0.25406972,-2.2318635,-0.8479449,-3.9051278,0.43632355,0.9593048,gun_sound_train
g36c,0m,center,0.057229929956896554,0.1401802,1820.7381169597288,-251.15762,56.734943,19.087482,18.208883,9.864803,12.925528,7.6181774,8.892812,4.535267,4.754094,1.2304175,6.0696483,4.8643274,gun_sound_train
m24,600m,left,0.056679911997126436,0.0027949307,1260.5705102064383,-580.06854,128.39648,18.298704,-0.46603316,1.8924937,-3.8434107,-3.421543,-4.0321097,-3.503007,-0.20059961,0.24659993,-0.38741496,-0.8425323,gun_sound_train
slr,0m,center,0.13096601113505746,0.07861622,2566.7990250960124,-171.87222,94.882195,-4.190874,16.510714,0.19606051,11.227132,-0.11862945,9.832632,-2.5162623,4.622007,-1.0239322,2.4189563,-3.3055704,gun_sound_train
p92,0m,center,0.14511494252873564,0.10312096,2964.4869279378577,-122.10588,76.295845,5.3120494,17.245447,-3.3837163,4.9807444,-1.0862954,3.7951682,-1.966936,4.198725,1.467604,4.460454,-1.230798,gun_sound_train
ump,0m,center,0.15411166487068967,0.0699056,2983.0080179904576,-177.62566,77.99932,3.7378361,14.603652,-5.8731794,8.945672,-5.3876853,6.274841,-4.7929397,4.3410172,-3.1558836,5.5079293,-1.8065361,gun_sound_train
tomy,0m,center,0.09708939475574713,0.11062565,2208.2339523978253,-250.03543,66.09204,17.78848,16.057941,5.739216,12.741256,4.6294656,7.881611,4.650002,6.4925027,2.2132041,4.6650887,0.84820634,gun_sound_train
tomy,0m,center,0.09668529992816093,0.046793718,1983.9025947698392,-352.34863,64.77942,10.414435,6.240665,-3.801553,-0.26405862,-3.7052777,0.38194117,-0.4772324,1.1610504,-1.8039018,1.5597973,-0.6726263,gun_sound_train
m4,50m,left,0.16574622844827586,0.09772582,2778.106073438107,-170.69682,53.412205,-1.2361647,15.483996,-4.1083684,14.789607,8.339051,10.473772,-2.3145008,3.7255273,-4.9824653,2.2628486,-2.95153,gun_sound_train
ak,200m,back,0.10731523886494253,0.039009128,1483.215258160852,-290.9317,179.45303,-80.56162,-11.116461,-13.004754,0.19441275,-1.2568846,-4.309655,-6.3432426,-0.20142919,-9.41133,-5.444527,-3.0116785,gun_sound_train
m4,200m,left,0.10297683189655173,0.035701726,1759.7776311962516,-304.0907,94.62776,-25.569008,-2.995027,-8.454836,6.334995,6.10246,0.42832622,-4.783769,-1.1658305,-6.3674793,-3.7427251,-3.8133268,gun_sound_train
slr,0m,center,0.12867052801724138,0.093186185,2804.6639133552553,-210.71738,72.52084,13.227813,17.19349,2.596999,14.103137,-0.032296125,9.9912615,-0.20563316,5.188383,1.7242688,5.075716,0.84676266,gun_sound_train
aug,0m,center,0.07264165768678162,0.121262506,1957.8341941143415,-246.28586,75.34198,27.61383,15.0924635,1.3667563,6.3007326,3.5233176,6.665573,1.3592467,4.323016,3.4725451,7.1281877,2.0829568,gun_sound_train
m24,600m,left,0.12467447916666667,0.004682016,1958.1232933611602,-499.28537,108.89175,-11.450458,8.411376,-4.738574,2.1284642,-1.5343854,-3.9241989,-3.7832596,2.1767392,-1.736307,1.2973363,-2.379305,gun_sound_train
g36c,0m,center,0.06764659662356322,0.08325209,2192.774345187027,-259.32724,94.62246,5.965182,11.895269,4.6532154,7.9738245,2.9543338,5.197453,1.1872302,2.0036855,-0.078520104,2.6989763,2.00266,gun_sound_train
m4,50m,left,0.12765467852011494,0.034984756,2109.208034557263,-351.13693,68.97727,7.4617505,12.515798,-5.120316,7.452562,1.8786849,3.996681,-5.068023,3.8704162,-1.9455597,1.0505997,-2.6985226,gun_sound_train
nogun,0m,center,0.016562275502873564,0.009865465,1291.28274240572,-432.82706,128.18764,0.510927,18.51694,3.3875427,14.746039,0.45902857,11.034183,0.85589916,7.987323,1.722634,6.9761386,0.55525285,gun_sound_train
m4,600m,right,0.0766882183908046,0.0038422279,1463.8654624503197,-507.18475,155.65092,-8.925818,-4.1306076,-9.062962,5.729879,2.0473695,-1.1833761,-6.034111,-2.9814131,-3.0973616,-1.2455503,-1.5767986,gun_sound_train
p90,0m,center,0.07365189475574713,0.036145404,1859.0785518011794,-359.56104,87.70026,12.135947,15.547631,11.229889,10.083726,4.8304434,6.0461574,3.2930832,5.740764,4.962526,7.6071806,5.85427,gun_sound_train
scar,0m,center,0.04408562320402299,0.046910748,1252.3695281734733,-313.48364,133.93565,17.517788,2.8144488,4.723922,9.86734,4.150574,5.128518,4.025717,2.641249,2.7227952,2.7030125,1.0350844,gun_sound_train
m249,0m,center,0.07361822018678162,0.041101564,1677.90749561854,-390.4496,71.88577,24.423615,9.810771,-3.1905553,-1.7405934,-3.3403008,-2.3409617,-5.442698,-2.9363756,-2.3708193,0.7024876,-0.615608,gun_sound_train
vec,0m,center,0.09288568606321838,0.13662438,2147.02984551903,-210.91922,77.949715,22.443714,13.745058,0.15479083,9.76574,2.3626661,9.569027,5.398012,8.053491,6.036203,6.152792,4.756516,gun_sound_train
vss,0m,center,0.11356748383620689,0.042333107,2265.7906473280145,-368.38043,56.85814,12.072689,14.73249,5.1196012,8.317002,-0.08333483,3.7984836,-0.35696664,1.7373124,-1.2186829,2.675491,-0.29619026,gun_sound_train
dbs,0m,center,0.09700520833333333,0.06385131,1835.9762096083873,-258.17114,101.057144,-0.5020812,-4.4874325,-5.10144,10.972846,-0.6463015,4.8047843,1.7557373,5.4901633,1.7437925,2.9155936,0.2295988,gun_sound_train
r1895,0m,center,0.06628277658045977,0.047285985,1689.1980862281277,-350.7767,91.59471,17.460308,8.830589,3.5108702,5.974233,1.9739004,7.071962,4.049974,6.4342165,3.3376865,4.166814,1.8223832,gun_sound_train
m249,0m,center,0.11109240301724138,0.14330961,2435.599340637553,-199.60196,65.208466,18.821367,14.074878,0.9236973,3.2990217,-1.8151829,1.9722152,-4.8660502,-1.5104456,-3.0251749,2.3932052,0.2133257,gun_sound_train
m24,600m,front,0.03363528196839081,0.0025793018,716.1572952107772,-574.6323,206.76762,3.7995908,18.00441,-7.594201,7.7748566,-3.71365,0.09283787,-5.590196,1.5275197,-5.1716957,-2.075976,-8.8595705,gun_sound_train
ak,0m,center,0.02123742816091954,0.05014401,1354.0084666929567,-381.69873,63.84,22.90888,25.539898,6.484441,10.491592,6.091821,6.4431257,6.0934687,8.022968,6.6533413,8.718154,5.484358,gun_sound_train
r45,0m,center,0.07494836566091954,0.05803515,2379.5721300794303,-250.74492,91.47796,2.8626902,16.460217,-4.296778,11.138856,-3.1044052,9.203671,-0.30888155,5.764361,0.71587,4.6018105,0.65752673,gun_sound_train
slr,0m,center,0.14454808728448276,0.048124965,2823.431719158645,-196.80797,79.67785,1.3915367,21.024517,2.4507813,11.529967,-1.6215075,5.8799877,-5.1124973,2.488027,-1.966604,2.5532475,-1.91849,gun_sound_train
k2,0m,center,0.2522954831178161,0.037911728,3084.952401350658,-351.99924,75.80433,13.452059,-1.8064188,-0.250516,2.4850707,-6.5661306,-7.1625366,-3.7387865,2.6834862,-8.439742,-0.8097115,-3.9511263,gun_sound_train
m4,400m,back,0.12246879489942529,0.023815475,1780.7832258410613,-356.17947,108.15308,-12.637641,-9.511308,-16.924767,-0.55872124,-1.8397603,-4.516791,-2.2651694,1.9369838,-1.701912,0.55891806,0.1706508,gun_sound_train
m4,200m,left,0.14836453843390804,0.04084059,2210.179264320333,-262.05814,95.06744,-42.086094,-11.462799,-9.932183,8.604953,6.710939,4.5971093,-4.3970942,-1.1359867,-5.0095296,-1.9531826,-2.6963093,gun_sound_train
qbu,0m,center,0.12691945043103448,0.09150624,2740.393646218935,-159.16608,83.257576,-2.5510056,14.961608,-1.2847818,7.834729,-1.0447304,5.424416,-2.7496517,1.2734572,-3.325814,2.278913,-0.93704295,gun_sound_train
ak,50m,right,0.1324925915948276,0.06669369,2448.644241711241,-227.08102,59.880325,-3.6818168,16.51913,-0.7703547,20.33239,9.266007,8.552161,-3.8338027,2.5921257,-4.796292,0.19543874,-4.3630486,gun_sound_train
win,0m,center,0.07507745150862069,0.040590346,2356.6187208929337,-311.0551,90.53186,13.618846,15.752397,-0.51517314,7.563992,0.08532688,6.9393044,0.82540613,2.916638,1.8522152,2.8499985,0.6058849,gun_sound_train
m24,400m,back,0.05458086386494253,0.00064313645,1179.5479747129775,-624.6708,165.68872,-9.7668495,20.211401,-11.77928,4.4736476,-8.635566,-0.8888443,-7.339416,2.2143168,-4.6539726,3.9736097,-4.3299136,gun_sound_train
m24,400m,right,0.06077137212643678,0.0007656984,1166.5179355221358,-603.66223,174.02548,-22.326914,12.332448,-5.3736196,7.2297754,-10.423714,-2.3302867,-5.02034,4.581821,-3.2424698,2.9355814,-5.3029156,gun_sound_train
m4,0m,center,0.09607354525862069,0.07230432,1887.9520572714882,-328.36734,78.01056,24.813225,5.310119,1.3198029,15.144054,7.3949723,5.452782,1.6839529,7.443903,5.691237,7.0148687,6.2802644,gun_sound_train
ak,50m,right,0.14911099137931033,0.056733586,2498.0806135967805,-206.50471,77.77786,-37.943104,7.2960663,-2.2219083,26.251429,14.048552,13.399553,-3.1350977,4.468621,-5.397933,-2.4290135,-3.960008,gun_sound_train
ak,100m,back,0.16240122126436782,0.045837242,2298.3230894270146,-198.79439,100.97994,-72.14641,4.7296896,-16.662086,3.4856234,1.3041947,3.5794456,-3.6596024,0.5995921,-7.6437054,-0.99814045,-3.379785,gun_sound_train
m4,200m,right,0.08232309626436782,0.013969517,1492.2685074070073,-430.00174,110.62622,6.938219,-0.2776295,3.375194,13.4613,5.9584618,0.9964352,-5.2581015,-1.7643052,-4.851213,-3.1544232,-4.19483,gun_sound_train
nogun,0m,center,0.012117232399425287,0.0070446087,1326.2521419481943,-507.07098,111.38908,0.5704837,31.330482,-12.4563675,18.675486,-8.525819,15.145671,-3.3908155,9.826402,0.3508151,9.328757,2.9237814,gun_sound_train
mini,0m,center,0.10137167744252873,0.054493044,2289.8801563413767,-305.17456,83.34861,23.930126,17.005688,1.2919501,6.69379,-0.31050408,3.1107006,-2.2511487,1.1945082,-3.416487,-1.0550916,-2.296772,gun_sound_train
m24,0m,center,0.18326261673850575,0.037992753,2699.012519567775,-247.66621,92.11862,-21.567253,-12.560686,-4.6425343,7.1239877,-2.2597752,-0.49786988,-0.39341828,2.6241984,-2.901868,1.4975402,-4.58832,gun_sound_train
m16,0m,center,0.08680742636494253,0.07417801,1845.0271678836102,-278.94974,102.93539,22.776691,15.462531,-3.7048516,6.2071743,-0.15081672,1.5077727,-3.0305517,-0.8752409,-4.2363353,-1.5591664,-3.7970276,gun_sound_train
m24,600m,left,0.06504242995689655,0.006364218,1296.6263542123459,-542.7511,119.766785,20.338257,-2.116595,0.3253846,-3.2411344,-4.545734,-2.0410311,-2.3193562,2.1132452,2.0833995,-0.10443182,-1.9767437,gun_sound_train
m4,200m,front,0.10036705280172414,0.040834453,1724.9598285085478,-308.40387,94.46935,-14.078031,4.387007,-9.16235,-0.6213839,-3.0518432,-1.8382821,0.47796538,3.9801896,-0.116232455,2.6379125,-2.5433843,gun_sound_train
slr,0m,center,0.06040656429597701,0.044672277,1677.711072248096,-350.43567,90.31474,25.487743,17.844484,8.305776,14.257806,5.354185,8.422516,3.4522078,5.0502357,2.4824102,4.8544807,1.7139598,gun_sound_train
ak,200m,front,0.16794068785919541,0.050370682,2433.8157546981724,-187.89258,98.29197,-52.702442,7.244002,-12.066934,3.4474368,-3.02973,0.9146888,0.91888654,3.3765087,-3.4211848,-0.25963184,-3.4724061,gun_sound_train
qbu,0m,center,0.08821053340517242,0.028205236,1858.0542059396555,-418.92575,67.045166,23.074827,9.566548,-2.5612357,-0.66991633,-2.658959,-1.5827479,-3.6469004,-2.3403857,-2.1387231,0.5308812,-0.18075916,gun_sound_train
qbz,0m,center,0.1224744073275862,0.07225932,2416.8528695297387,-307.66953,63.965153,16.074335,12.801422,-3.356311,3.1823106,-4.3799543,-2.2746067,-6.1276097,0.17687485,-3.0064304,0.22334136,-2.3883278,gun_sound_train
m4,50m,right,0.1909123563218391,0.066740006,2961.4917264421993,-176.68828,52.237755,-14.827246,19.255417,-5.6871767,16.866772,5.934219,12.834015,-5.2305303,6.818489,-5.4873595,2.449913,-2.8959537,gun_sound_train
m4,200m,front,0.11036278735632184,0.03991412,1723.4753625166381,-278.23444,125.85837,-29.402035,-10.780691,-6.532137,3.765546,-2.2232323,-1.9292837,-0.0030894554,3.1987202,-1.6471059,0.28856552,-2.8319306,gun_sound_train
ak,400m,front,0.09633171695402298,0.009411551,1670.4055923207668,-394.59702,147.41417,-47.365696,2.0689235,-6.772724,1.1663386,-4.242741,-4.795803,0.6540065,1.6744697,-8.008257,-1.5707408,-5.353381,gun_sound_train
m24,400m,front,0.07603717672413793,0.00989771,1547.0337631812947,-513.7363,81.375534,29.814526,3.767922,-3.5856502,2.3209844,-2.4641633,-4.022057,-3.6569006,-1.216246,-0.9393132,-0.37866807,-1.57971,gun_sound_train
m4,200m,back,0.09250965337643678,0.05189415,1471.3741291162007,-277.9657,125.789825,-22.244122,1.5869372,-8.84805,-0.79642546,2.122947,1.4356182,0.083301276,0.784523,-1.6839291,0.57642573,-2.2686512,gun_sound_train
